#Name,Category,Mass,Source
Sivaceros gradiens,Herb,49020.8011363808,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Potamochoerus larvatus,Herb,48781.25,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Ammotragus lervia,Herb,48000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Procapreolus ukrainicus,Herb,48000,http://www.helsinki.fi/science/now/
Palaeoreas asiaticus,Herb,46000,http://www.helsinki.fi/science/now/
Prostrepsiceros houtumschindleri,Herb,46000,http://www.helsinki.fi/science/now/
Pseudois nayaur,Herb,45000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Procapreolus moldavicus,Herb,45000,genus mean
Dicrocerus elegans,Herb,45000,http://www.helsinki.fi/science/now/
Hyotherium meisneri,Herb,45000,http://www.helsinki.fi/science/now/
Oioceros rothi,Herb,45000,http://www.helsinki.fi/science/now/
Ouzocerus gracilis,Herb,45000,http://www.helsinki.fi/science/now/
Palaeoreas lindermayeri,Herb,45000,http://www.helsinki.fi/science/now/
Parachleuastochoerus crusafonti,Herb,45000,http://www.helsinki.fi/science/now/
Protoryx enanus,Herb,45000,http://www.helsinki.fi/science/now/
Chleuastochoerus stehlini,Herb,44833.0000000001,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Gazella atlantica,Herb,44500,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Redunca redunca,Herb,44050.415,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Capreolus pygargus,Herb,43752.211,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Tragelaphus scriptus,Herb,43250.387,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Parastrepsiceros sokolovi,Herb,42250,genus mean
Antidorcas australis,Herb,39810.7170553497,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Parachleuastochoerus huenermanni,Herb,39000,http://www.helsinki.fi/science/now/
Metacervulus capreolinus,Herb,38212.8523849229,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Stephanocemas thomsoni,Herb,38131.0000000001,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Litocranius walleri,Herb,37999.685,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Antilope cervicapra,Herb,37500,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Antilope saatensis,Herb,37500,genus mean
Antilope subtorta,Herb,37500,genus mean
Conohyus sindiensis,Herb,36315.502674246,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Dorcatherium naui,Herb,36000,http://www.helsinki.fi/science/now/
Dorcatherium puyhauberti,Herb,36000,http://www.helsinki.fi/science/now/
Heteroprox aralensis,Herb,36000,http://www.helsinki.fi/science/now/
Palaeoreas brachyceras,Herb,36000,http://www.helsinki.fi/science/now/
Hemitragus jemlahicus,Herb,35200,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Heteroprox larteti,Herb,35000,http://www.helsinki.fi/science/now/
Oioceros occidentalis,Herb,35000,http://www.helsinki.fi/science/now/
Prostrepsiceros elegans,Herb,35000,http://www.helsinki.fi/science/now/
Prostrepsiceros rotundicornis,Herb,35000,http://www.helsinki.fi/science/now/
Prostrepsiceros zitteli,Herb,35000,http://www.helsinki.fi/science/now/
Axis porcinus,Herb,34127.75,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Antidorcas bondi,Herb,33884.4156139203,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Elaphodus cephalophus,Herb,33884.4156139203,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Capra aegagrus,Herb,33500,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Hispanodorcas rodleri,Herb,33000,http://www.helsinki.fi/science/now/
Capreolus constantini,Herb,32070.30685,genus mean
Capreolus manchuricus,Herb,32070.30685,genus mean
Capreolus suessenbornensis,Herb,32070.30685,genus mean
Amphimoschus ponteleviensis,Herb,32000,http://www.helsinki.fi/science/now/
Antidorcas marsupialis,Herb,31500,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Eotragus clavatus,Herb,30000,http://www.helsinki.fi/science/now/
Euprox margaritae,Herb,30000,http://www.helsinki.fi/science/now/
Gazella janenschi,Herb,30000,http://www.helsinki.fi/science/now/
Hispanodorcas torrubiae,Herb,30000,http://www.helsinki.fi/science/now/
Paratragocerus caucasicus,Herb,30000,http://www.helsinki.fi/science/now/
Procervulus dichotomus,Herb,30000,http://www.helsinki.fi/science/now/
Stehlinoceros elegantulus,Herb,30000,http://www.helsinki.fi/science/now/
Stephanocemas aralensis,Herb,30000,http://www.helsinki.fi/science/now/
Procapreolus cusanus,Herb,30000,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Anthracotherium punjabiensis,Herb,29732.6188528909,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Redunca fulvorufula,Herb,29499.863,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Saiga tatarica,Herb,29000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Gazella subgutturosa,Herb,28500,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Naemorhedus goral,Herb,28500,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Antidorcas recki,Herb,28000.0000000001,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Phenacotragus recki,Herb,28000.0000000001,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Eostyloceros longchuanensis,Herb,28000,genus mean
Eostyloceros pidoplitschkoi,Herb,28000,genus mean
Procapra gutturosa,Herb,27750,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Procapra przewalskii,Herb,27500,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Gazella anglica,Herb,27455.67999,genus mean
Gazella benneti,Herb,27455.67999,genus mean
Gazella bondi,Herb,27455.67999,genus mean
Gazella dracula,Herb,27455.67999,genus mean
Gazella helmoedi,Herb,27455.67999,genus mean
Gazella pomeli,Herb,27455.67999,genus mean
Gazella praethomsoni,Herb,27455.67999,genus mean
Gazella prjewalskyi,Herb,27455.67999,genus mean
Gazella soemmeringi,Herb,27455.67999,genus mean
Gazella vanhoepeni,Herb,27455.67999,genus mean
Gazella wellsi,Herb,27455.67999,genus mean
Naemorhedus caudatus,Herb,27000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Dorcatherium vindobonense,Herb,27000,http://www.helsinki.fi/science/now/
Gazella emili,Herb,27000,http://www.helsinki.fi/science/now/
Tchaltacerus longicornis,Herb,27000,http://www.helsinki.fi/science/now/
Gazella rufifrons,Herb,26999.8,"Polishchuk, L. V. (2010). The three-quarter-power scaling of extinction risk in Late Pleistocene mammals, and a new theory of the size selectivity of extinction. Evolutionary Ecology Research, 12(1), 1-22."
Naemorhedus cinereus,Herb,26996.875,genus mean
Naemorhedus milneedwardsi,Herb,26996.875,genus mean
Myotragus balearicus,Herb,26418,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Insulotragus antiquus,Herb,26418,genus mean
Insulotragus pepgonellai,Herb,26418,genus mean
Myotragus bateae,Herb,26418,genus mean
Myotragus kopperi,Herb,26418,genus mean
Rupicapra rupicapra,Herb,26100,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Dorcadoryx orientalis,Herb,25763.2115700257,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Paracervulus attenuatus,Herb,25110,"Raia, P., Carotenuto, F., Eronen, J. T., & Fortelius, M. (2011, December). Longer in the tooth, shorter in the record? The evolutionary correlates of hypsodonty in Neogene ruminants. In Proc. R. Soc. B (Vol. 278, No. 1724, pp. 3474-3481). The Royal Society."
Paracervulus australis,Herb,25110,"Raia, P., Carotenuto, F., Eronen, J. T., & Fortelius, M. (2011, December). Longer in the tooth, shorter in the record? The evolutionary correlates of hypsodonty in Neogene ruminants. In Proc. R. Soc. B (Vol. 278, No. 1724, pp. 3474-3481). The Royal Society."
Amphimoschus artenensis,Herb,25000,http://www.helsinki.fi/science/now/
Eotragus artenensis,Herb,25000,http://www.helsinki.fi/science/now/
Koufotragus bailloudi,Herb,25000,http://www.helsinki.fi/science/now/
Sinapodorcas incarinatus,Herb,25000,http://www.helsinki.fi/science/now/
Cephalophus parvus,Herb,24956.347,genus mean
Gazella borbonica,Herb,24000,http://www.helsinki.fi/science/now/
Nisidorcas planicornis,Herb,24000,http://www.helsinki.fi/science/now/
Gazella dorcas,Herb,23000.115,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Eotragus sansaniensis,Herb,23000,http://www.helsinki.fi/science/now/
Gazella deperdita,Herb,23000,http://www.helsinki.fi/science/now/
Gazella dorcadoides,Herb,23000,http://www.helsinki.fi/science/now/
Gazella paotehensis,Herb,23000,http://www.helsinki.fi/science/now/
Gazella propria,Herb,23000,http://www.helsinki.fi/science/now/
Gazella schlosseri,Herb,23000,http://www.helsinki.fi/science/now/
Gazella sinensis,Herb,23000,http://www.helsinki.fi/science/now/
Heteroprox eggeri,Herb,23000,http://www.helsinki.fi/science/now/
Sanitherium leobense,Herb,23000,http://www.helsinki.fi/science/now/
Gazella gazella,Herb,22749.935,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Capreolus capreolus,Herb,22500,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Gazella leptoceros,Herb,22387.2113856834,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Gazella capricornis,Herb,22000,http://www.helsinki.fi/science/now/
Hispanodorcas orientalis,Herb,22000,http://www.helsinki.fi/science/now/
Prostrepsiceros vallesiensis,Herb,22000,http://www.helsinki.fi/science/now/
Bugtimeryx pilgrimi,Herb,21532.591930316,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Dorcatherium crassum,Herb,21000,http://www.helsinki.fi/science/now/
Pelea capreolus,Herb,20000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Procapra picticaudata,Herb,20000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Cervavitulus mimus,Herb,20000,http://www.helsinki.fi/science/now/
Dorcatherium libiensis,Herb,20000,http://www.helsinki.fi/science/now/
Gazella thomsonii,Herb,19870,http://fossilworks.org/?page=paleodb
Muntiacus bohlini,Herb,19570.04256,genus mean
Muntiacus hengduanshanensis,Herb,19570.04256,genus mean
Muntiacus lacustris,Herb,19570.04256,genus mean
Muntiacus szechuanensis,Herb,19570.04256,genus mean
Cervulus orientalis,Herb,19570,genus mean
Sylvicapra grimmia,Herb,19499.793,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Vishnumeryx daviesi,Herb,19000,"Camp, C. L. and V. L. Vanderhoof (eds). 1940. Bibliography of Fossil Vertebrates 1928-1933. The Geological Society of America, GSA Special Paper 27."
Aureliachoerus aurelianensis,Herb,19000,http://www.helsinki.fi/science/now/
Euprox minimus,Herb,18000,http://www.helsinki.fi/science/now/
Gazella gaudryi,Herb,18000,http://www.helsinki.fi/science/now/
Ourebia ourebi,Herb,17378.0082874938,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Oioceros atropatenes,Herb,17000,http://www.helsinki.fi/science/now/
Tetraceros quadricornis,Herb,17000,"MacFadden, B. J. (1990). Body size in mammalian paleobiology: estimation and biological implications. Cambridge University Press."
Cosoryx furcatus,Herb,16550,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Schizochoerus anatoliensis,Herb,16000,http://www.helsinki.fi/science/now/
Taucanamo inonuensis,Herb,16000,http://www.helsinki.fi/science/now/
Muntiacus muntjak,Herb,15925.79167,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Lagomeryx ruetimeyeri,Herb,15000,http://www.helsinki.fi/science/now/
Hydropotes inermis,Herb,14000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Gazella ancyrensis,Herb,14000,http://www.helsinki.fi/science/now/
Procervulus praelucidus,Herb,14000,http://www.helsinki.fi/science/now/
Tyrrhenotragus gracillimus,Herb,14000,http://www.helsinki.fi/science/now/
Muntiacus reevesi,Herb,13500,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Siamotragulus bugtiensis,Herb,13111.0079865216,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Moschus moschiferus,Herb,13000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Orygotherium escheri,Herb,13000,http://www.helsinki.fi/science/now/
Oreotragus oreotragus,Herb,12999.9,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Cephalophus leucogaster,Herb,12699.891,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Procervulus flerovi,Herb,12000,http://www.helsinki.fi/science/now/
Cephalophus rufilatus,Herb,11999.966,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Taucanamo grandaevum,Herb,11000,http://www.helsinki.fi/science/now/
Taucanamo sansaniense,Herb,11000,http://www.helsinki.fi/science/now/
Raphicerus campestris,Herb,10500.017,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Raphicerus melanotis,Herb,10249.909,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Dorcatherium guntianum,Herb,10000,http://www.helsinki.fi/science/now/
Raphicerus sharpei,Herb,9499.921,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Albanohyus pygmaeus,Herb,9000,http://www.helsinki.fi/science/now/
Pomelomeryx boulangeri,Herb,8500,http://www.helsinki.fi/science/now/
Dorcatherium minus,Herb,6634.24400627778,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Dorcatherium parvum,Herb,5997.9107625551,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Micromeryx styriacus,Herb,5252.44980856387,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Lagomeryx parvulus,Herb,5000,http://www.helsinki.fi/science/now/
Andegameryx serum,Herb,4500,http://www.helsinki.fi/science/now/
Pomelomeryx gracilis,Herb,4500,http://www.helsinki.fi/science/now/
Tragulus napu,Herb,4000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Micromeryx flourensianus,Herb,4000,http://www.helsinki.fi/science/now/
Tragulus javanicus,Herb,2775,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Tragulus meminna,Herb,2227.29,genus mean
Lagomeryx pumilio,Herb,1500,http://www.helsinki.fi/science/now/
Deinotherium bozasi,Mega,17450000,"Gaudry, M., Jastroch, M., Treberg, J., Hofreiter, M., Paijmans, J., Starett, J., ... & Campbell, K. L. (2016). Inactivation of thermogenic UCP1 as a historical contingency in multiple placental mammal clades. bioRxiv, 086819."
Palaeoloxodon naumanni,Mega,13000000,"Larramendi, A. (2015). Shoulder height, body mass and shape of proboscideans. Acta Palaeontol. Pol. in press. doi, 10."
Palaeoloxodon recki,Mega,12300000,"Larramendi, A. (2015). Shoulder height, body mass and shape of proboscideans. Acta Palaeontol. Pol. in press. doi, 10."
Deinotherium giganteum,Mega,11238000,http://www.helsinki.fi/science/now/
Elephas planifrons,Mega,9000000,genus mean
Parelasmotherium linxiaense,Mega,8146891.00000002,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Mammuthus trogontherii,Mega,7550922.27665437,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Hippopotamus gorgops,Mega,7255000,"Evans, A. R., Jones, D., Boyer, A. G., Brown, J. H., Costa, D. P., Ernest, S. M., ... & Harding, L. E. (2012). The maximum rate of mammal evolution. Proceedings of the National Academy of Sciences, 109(11), 4187-4190."
Gomphotherium annectens,Mega,7169000,genus mean
Mammut borsoni,Mega,7161434.10212905,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Gomphotherium steinheimense,Mega,6954000,http://www.helsinki.fi/science/now/
Mammuthus intermedius,Mega,6694007.906,genus mean
Archidiskodon broomi,Mega,6694007.9,genus mean
Archidiskodon subplanifrons,Mega,6694007.9,genus mean
Archidiskodon transvaalensis,Mega,6694007.9,genus mean
Elephas iolensis,Mega,6500000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Elephas antiquus,Mega,6499000.00000001,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Mammuthus rumanus,Mega,6266139,genus mean
Mammuthus meridionalis,Mega,6266138.64672336,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Ningxiatherium euryrhinus,Mega,6041953.00000002,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Sinomastodon yangziensis,Mega,6036333.333,genus mean
Dicerorhinus ringstroemi,Mega,5814225.00000001,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Acerorhinus hezhengensis,Mega,5259194.00000001,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Elasmotherium caucasicum,Mega,4938230.697,"Huang, Shan, et al. ""Mammal body size evolution in North America and Europe over 20 Myr: similar trends generated by different processes."" Proc. R. Soc. B. Vol. 284. No. 1849. The Royal Society, 2017."
Tetralophodon longirostris,Mega,4489000,http://www.helsinki.fi/science/now/
Prodeinotherium bavaricum,Mega,4396000,http://www.helsinki.fi/science/now/
Mammuthus primigenius,Mega,4285485.2039744,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Elasmotherium sibiricum,Mega,4100000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Loxodonta africana,Mega,3940034.276,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Loxodonta adaurora,Mega,3940034.276,genus mean
Loxodonta atlantica,Mega,3940034.276,genus mean
Stephanorhinus kirchbergensis,Mega,3630932.2810419,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Gomphotherium serridentoides,Mega,3565059.06,genus mean
Anancus alexeevae,Mega,3499452,genus mean
Anancus kenyensis,Mega,3499452,genus mean
Anancus osiris,Mega,3499452,genus mean
Anancus sivalensis,Mega,3499452,genus mean
Anancus arvernensis,Mega,3499451.67028358,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Gomphotherium angustidens,Mega,3415000,http://www.helsinki.fi/science/now/
Elephas beyeri,Mega,3335434.394,genus mean
Elephas hysudrindicus,Mega,3335434.394,genus mean
Elephas indicus,Mega,3335434.394,genus mean
Elephas kiangnanensis,Mega,3335434.394,genus mean
Elephas maghrebiensis,Mega,3335434.394,genus mean
Elephas moghrebiensis,Mega,3335434.394,genus mean
Elephas platycephalus,Mega,3335434.394,genus mean
